assem-x-1, prob01.pddl, assem-x-1
grounded-STRIPS-INSTANCE, P27_PHIL28.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P28_PHIL29.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P29_PHIL30.PDDL, grounded-STRIPS-INSTANCE
instance, P01_PHIL2.PDDL, instance
instance, P02_PHIL3.PDDL, instance
instance, P03_PHIL4.PDDL, instance
instance, P04_PHIL5.PDDL, instance
instance, P05_PHIL6.PDDL, instance
instance, P06_PHIL7.PDDL, instance
instance, P07_PHIL8.PDDL, instance
instance, P08_PHIL9.PDDL, instance
instance, P09_PHIL10.PDDL, instance
instance, P10_PHIL11.PDDL, instance
instance, P11_PHIL12.PDDL, instance
instance, P12_PHIL13.PDDL, instance
instance, P13_PHIL14.PDDL, instance
instance, P14_PHIL15.PDDL, instance
instance, P15_PHIL16.PDDL, instance
instance, P16_PHIL17.PDDL, instance
instance, P17_PHIL18.PDDL, instance
instance, P18_PHIL19.PDDL, instance
instance, P19_PHIL20.PDDL, instance
instance, P20_PHIL21.PDDL, instance
instance, P21_PHIL22.PDDL, instance
instance, P22_PHIL23.PDDL, instance
instance, P23_PHIL24.PDDL, instance
instance, P24_PHIL25.PDDL, instance
instance, P25_PHIL26.PDDL, instance
instance, P26_PHIL27.PDDL, instance
instance, P27_PHIL28.PDDL, instance
instance, P28_PHIL29.PDDL, instance
instance, P29_PHIL30.PDDL, instance
instance, P30_PHIL31.PDDL, instance
instance, P31_PHIL32.PDDL, instance
instance, P32_PHIL33.PDDL, instance
instance, P33_PHIL34.PDDL, instance
instance, P34_PHIL35.PDDL, instance
instance, P35_PHIL36.PDDL, instance
instance, P36_PHIL37.PDDL, instance
instance, P37_PHIL38.PDDL, instance
instance, P38_PHIL39.PDDL, instance
instance, P39_PHIL40.PDDL, instance
instance, P40_PHIL41.PDDL, instance
instance, P41_PHIL42.PDDL, instance
instance, P42_PHIL43.PDDL, instance
instance, P43_PHIL44.PDDL, instance
instance, P44_PHIL45.PDDL, instance
instance, P45_PHIL46.PDDL, instance
instance, P46_PHIL47.PDDL, instance
instance, P47_PHIL48.PDDL, instance
instance, P48_PHIL49.PDDL, instance
grounded-STRIPS-INSTANCE, P01_PHIL2.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P02_PHIL3.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P03_PHIL4.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P04_PHIL5.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P05_PHIL6.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P06_PHIL7.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P07_PHIL8.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P08_PHIL9.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P09_PHIL10.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P10_PHIL11.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P11_PHIL12.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P12_PHIL13.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P13_PHIL14.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P14_PHIL15.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P15_PHIL16.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P16_PHIL17.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P17_PHIL18.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P18_PHIL19.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P19_PHIL20.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P20_PHIL21.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P21_PHIL22.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P22_PHIL23.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P23_PHIL24.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P24_PHIL25.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P25_PHIL26.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P26_PHIL27.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P27_PHIL28.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P28_PHIL29.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P29_PHIL30.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P30_PHIL31.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P31_PHIL32.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P32_PHIL33.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P33_PHIL34.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P34_PHIL35.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P35_PHIL36.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P36_PHIL37.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P37_PHIL38.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P38_PHIL39.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P39_PHIL40.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P40_PHIL41.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P41_PHIL42.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P42_PHIL43.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P43_PHIL44.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P44_PHIL45.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P45_PHIL46.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P46_PHIL47.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P47_PHIL48.PDDL, grounded-STRIPS-INSTANCE
grounded-STRIPS-INSTANCE, P48_PHIL49.PDDL, grounded-STRIPS-INSTANCE
instance, P01_PHIL2.PDDL, instance
instance, P02_PHIL3.PDDL, instance
instance, P03_PHIL4.PDDL, instance
instance, P04_PHIL5.PDDL, instance
instance, P05_PHIL6.PDDL, instance
instance, P06_PHIL7.PDDL, instance
instance, P07_PHIL8.PDDL, instance
instance, P08_PHIL9.PDDL, instance
instance, P09_PHIL10.PDDL, instance
instance, P10_PHIL11.PDDL, instance
instance, P11_PHIL12.PDDL, instance
instance, P12_PHIL13.PDDL, instance
instance, P13_PHIL14.PDDL, instance
instance, P14_PHIL15.PDDL, instance
instance, P15_PHIL16.PDDL, instance
instance, P16_PHIL17.PDDL, instance
instance, P17_PHIL18.PDDL, instance
instance, P18_PHIL19.PDDL, instance
instance, P19_PHIL20.PDDL, instance
instance, P20_PHIL21.PDDL, instance
instance, P21_PHIL22.PDDL, instance
instance, P22_PHIL23.PDDL, instance
instance, P23_PHIL24.PDDL, instance
instance, P24_PHIL25.PDDL, instance
instance, P25_PHIL26.PDDL, instance
instance, P26_PHIL27.PDDL, instance
instance, P27_PHIL28.PDDL, instance
instance, P28_PHIL29.PDDL, instance
instance, P29_PHIL30.PDDL, instance
instance, P30_PHIL31.PDDL, instance
instance, P31_PHIL32.PDDL, instance
instance, P32_PHIL33.PDDL, instance
instance, P33_PHIL34.PDDL, instance
instance, P34_PHIL35.PDDL, instance
instance, P35_PHIL36.PDDL, instance
instance, P36_PHIL37.PDDL, instance
instance, P37_PHIL38.PDDL, instance
instance, P38_PHIL39.PDDL, instance
instance, P39_PHIL40.PDDL, instance
instance, P40_PHIL41.PDDL, instance
instance, P41_PHIL42.PDDL, instance
instance, P42_PHIL43.PDDL, instance
instance, P43_PHIL44.PDDL, instance
instance, P44_PHIL45.PDDL, instance
instance, P45_PHIL46.PDDL, instance
instance, P46_PHIL47.PDDL, instance
instance, P47_PHIL48.PDDL, instance
instance, P48_PHIL49.PDDL, instance
instance, P01_PHIL2.PDDL, instance
instance, P02_PHIL3.PDDL, instance
instance, P03_PHIL4.PDDL, instance
instance, P04_PHIL5.PDDL, instance
instance, P05_PHIL6.PDDL, instance
instance, P06_PHIL7.PDDL, instance
instance, P07_PHIL8.PDDL, instance
instance, P08_PHIL9.PDDL, instance
instance, P09_PHIL10.PDDL, instance
instance, P10_PHIL11.PDDL, instance
instance, P11_PHIL12.PDDL, instance
instance, P12_PHIL13.PDDL, instance
instance, P13_PHIL14.PDDL, instance
instance, P14_PHIL15.PDDL, instance
instance, P15_PHIL16.PDDL, instance
instance, P16_PHIL17.PDDL, instance
instance, P17_PHIL18.PDDL, instance
instance, P18_PHIL19.PDDL, instance
instance, P19_PHIL20.PDDL, instance
instance, P20_PHIL21.PDDL, instance
instance, P21_PHIL22.PDDL, instance
instance, P22_PHIL23.PDDL, instance
instance, P23_PHIL24.PDDL, instance
instance, P24_PHIL25.PDDL, instance
instance, P25_PHIL26.PDDL, instance
instance, P26_PHIL27.PDDL, instance
instance, P27_PHIL28.PDDL, instance
instance, P28_PHIL29.PDDL, instance
instance, P29_PHIL30.PDDL, instance
instance, P30_PHIL31.PDDL, instance
instance, P31_PHIL32.PDDL, instance
instance, P32_PHIL33.PDDL, instance
instance, P33_PHIL34.PDDL, instance
instance, P34_PHIL35.PDDL, instance
instance, P35_PHIL36.PDDL, instance
instance, P36_PHIL37.PDDL, instance
instance, P37_PHIL38.PDDL, instance
instance, P38_PHIL39.PDDL, instance
instance, P39_PHIL40.PDDL, instance
instance, P40_PHIL41.PDDL, instance
instance, P41_PHIL42.PDDL, instance
instance, P42_PHIL43.PDDL, instance
instance, P43_PHIL44.PDDL, instance
instance, P44_PHIL45.PDDL, instance
instance, P45_PHIL46.PDDL, instance
instance, P46_PHIL47.PDDL, instance
instance, P47_PHIL48.PDDL, instance
instance, P48_PHIL49.PDDL, instance
psr-s29-n2-l5-f30, P01_S29_N2_L5_F30.PDDL, psr-s29-n2-l5-f30
psr-s46-n3-l5-f50, P02_S46_N3_L5_F50.PDDL, psr-s46-n3-l5-f50
psr-s53-n4-l3-f30, P03_S53_N4_L3_F30.PDDL, psr-s53-n4-l3-f30
psr-s66-n5-l2-f50, P04_S66_N5_L2_F50.PDDL, psr-s66-n5-l2-f50
psr-s71-n5-l3-f70, P05_S71_N5_L3_F70.PDDL, psr-s71-n5-l3-f70
psr-s74-n5-l4-f50, P06_S74_N5_L4_F50.PDDL, psr-s74-n5-l4-f50
psr-s81-n6-l2-f30, P07_S81_N6_L2_F30.PDDL, psr-s81-n6-l2-f30
psr-s87-n6-l3-f70, P08_S87_N6_L3_F70.PDDL, psr-s87-n6-l3-f70
psr-s90-n6-l4-f50, P09_S90_N6_L4_F50.PDDL, psr-s90-n6-l4-f50
psr-s93-n6-l5-f30, P10_S93_N6_L5_F30.PDDL, psr-s93-n6-l5-f30
psr-s100-n7-l3-f10, P11_S100_N7_L3_F10.PDDL, psr-s100-n7-l3-f10
psr-s103-n7-l3-f70, P12_S103_N7_L3_F70.PDDL, psr-s103-n7-l3-f70
psr-s106-n7-l4-f50, P13_S106_N7_L4_F50.PDDL, psr-s106-n7-l4-f50
psr-s112-n8-l2-f10, P14_S112_N8_L2_F10.PDDL, psr-s112-n8-l2-f10
psr-s114-n8-l2-f50, P15_S114_N8_L2_F50.PDDL, psr-s114-n8-l2-f50
psr-s119-n8-l3-f70, P16_S119_N8_L3_F70.PDDL, psr-s119-n8-l3-f70
psr-s129-n9-l2-f30, P17_S129_N9_L2_F30.PDDL, psr-s129-n9-l2-f30
psr-s133-n9-l3-f30, P18_S133_N9_L3_F30.PDDL, psr-s133-n9-l3-f30
psr-s144-n10-l2-f10, P19_S144_N10_L2_F10.PDDL, psr-s144-n10-l2-f10
psr-s149-n10-l3-f30, P20_S149_N10_L3_F30.PDDL, psr-s149-n10-l3-f30
psr-s160-n12-l2-f10, P21_S160_N12_L2_F10.PDDL, psr-s160-n12-l2-f10
psr-s162-n12-l3-f10, P22_S162_N12_L3_F10.PDDL, psr-s162-n12-l3-f10
psr-s164-n15-l2-f10, P23_S164_N15_L2_F10.PDDL, psr-s164-n15-l2-f10
psr-s166-n15-l3-f10, P24_S166_N15_L3_F10.PDDL, psr-s166-n15-l3-f10
psr-s168-n20-l2-f10, P25_S168_N20_L2_F10.PDDL, psr-s168-n20-l2-f10
psr-s170-n20-l3-f10, P26_S170_N20_L3_F10.PDDL, psr-s170-n20-l3-f10
psr-s172-n25-l2-f10, P27_S172_N25_L2_F10.PDDL, psr-s172-n25-l2-f10
psr-s174-n25-l3-f10, P28_S174_N25_L3_F10.PDDL, psr-s174-n25-l3-f10
psr-s177-n30-l2-f30, P29_S177_N30_L2_F30.PDDL, psr-s177-n30-l2-f30
psr-s179-n30-l3-f30, P30_S179_N30_L3_F30.PDDL, psr-s179-n30-l3-f30
psr-s181-n35-l2-f30, P31_S181_N35_L2_F30.PDDL, psr-s181-n35-l2-f30
psr-s183-n35-l3-f30, P32_S183_N35_L3_F30.PDDL, psr-s183-n35-l3-f30
psr-s185-n40-l2-f30, P33_S185_N40_L2_F30.PDDL, psr-s185-n40-l2-f30
psr-s187-n40-l3-f30, P34_S187_N40_L3_F30.PDDL, psr-s187-n40-l3-f30
psr-s189-n45-l2-f30, P35_S189_N45_L2_F30.PDDL, psr-s189-n45-l2-f30
psr-s191-n45-l3-f30, P36_S191_N45_L3_F30.PDDL, psr-s191-n45-l3-f30
psr-s193-n50-l2-f30, P37_S193_N50_L2_F30.PDDL, psr-s193-n50-l2-f30
psr-s195-n50-l3-f30, P38_S195_N50_L3_F30.PDDL, psr-s195-n50-l3-f30
psr-s197-n55-l2-f30, P39_S197_N55_L2_F30.PDDL, psr-s197-n55-l2-f30
psr-s199-n55-l3-f30, P40_S199_N55_L3_F30.PDDL, psr-s199-n55-l3-f30
psr-s201-n60-l2-f30, P41_S201_N60_L2_F30.PDDL, psr-s201-n60-l2-f30
psr-s203-n60-l3-f30, P42_S203_N60_L3_F30.PDDL, psr-s203-n60-l3-f30
psr-s205-n70-l2-f30, P43_S205_N70_L2_F30.PDDL, psr-s205-n70-l2-f30
psr-s207-n70-l3-f30, P44_S207_N70_L3_F30.PDDL, psr-s207-n70-l3-f30
psr-s209-n80-l2-f30, P45_S209_N80_L2_F30.PDDL, psr-s209-n80-l2-f30
psr-s211-n80-l3-f30, P46_S211_N80_L3_F30.PDDL, psr-s211-n80-l3-f30
psr-s213-n90-l2-f30, P47_S213_N90_L2_F30.PDDL, psr-s213-n90-l2-f30
psr-s215-n90-l3-f30, P48_S215_N90_L3_F30.PDDL, psr-s215-n90-l3-f30
psr-s217-n100-l2-f30, P49_S217_N100_L2_F30.PDDL, psr-s217-n100-l2-f30
psr-s219-n100-l3-f30, P50_S219_N100_L3_F30.PDDL, psr-s219-n100-l3-f30
psr-s17-n2-l2-f30, P01_S17_N2_L2_F30.PDDL, psr-s17-n2-l2-f30
psr-s23-n2-l3-f70, P02_S23_N2_L3_F70.PDDL, psr-s23-n2-l3-f70
psr-s28-n2-l5-f10, P03_S28_N2_L5_F10.PDDL, psr-s28-n2-l5-f10
psr-s31-n2-l5-f70, P04_S31_N2_L5_F70.PDDL, psr-s31-n2-l5-f70
psr-s34-n3-l2-f50, P05_S34_N3_L2_F50.PDDL, psr-s34-n3-l2-f50
psr-s37-n3-l3-f30, P06_S37_N3_L3_F30.PDDL, psr-s37-n3-l3-f30
psr-s38-n3-l3-f50, P07_S38_N3_L3_F50.PDDL, psr-s38-n3-l3-f50
psr-s40-n3-l4-f10, P08_S40_N3_L4_F10.PDDL, psr-s40-n3-l4-f10
psr-s42-n3-l4-f50, P09_S42_N3_L4_F50.PDDL, psr-s42-n3-l4-f50
psr-s45-n3-l5-f30, P10_S45_N3_L5_F30.PDDL, psr-s45-n3-l5-f30
psr-s46-n3-l5-f50, P11_S46_N3_L5_F50.PDDL, psr-s46-n3-l5-f50
psr-s50-n4-l2-f50, P12_S50_N4_L2_F50.PDDL, psr-s50-n4-l2-f50
psr-s53-n4-l3-f30, P13_S53_N4_L3_F30.PDDL, psr-s53-n4-l3-f30
psr-s55-n4-l3-f70, P14_S55_N4_L3_F70.PDDL, psr-s55-n4-l3-f70
psr-s56-n4-l4-f10, P15_S56_N4_L4_F10.PDDL, psr-s56-n4-l4-f10
psr-s60-n4-l5-f10, P16_S60_N4_L5_F10.PDDL, psr-s60-n4-l5-f10
psr-s61-n4-l5-f30, P17_S61_N4_L5_F30.PDDL, psr-s61-n4-l5-f30
psr-s62-n4-l5-f50, P18_S62_N4_L5_F50.PDDL, psr-s62-n4-l5-f50
psr-s66-n5-l2-f50, P19_S66_N5_L2_F50.PDDL, psr-s66-n5-l2-f50
psr-s69-n5-l3-f30, P20_S69_N5_L3_F30.PDDL, psr-s69-n5-l3-f30
psr-s72-n5-l4-f10, P21_S72_N5_L4_F10.PDDL, psr-s72-n5-l4-f10
psr-s74-n5-l4-f50, P22_S74_N5_L4_F50.PDDL, psr-s74-n5-l4-f50
psr-s76-n5-l5-f10, P23_S76_N5_L5_F10.PDDL, psr-s76-n5-l5-f10
psr-s77-n5-l5-f30, P24_S77_N5_L5_F30.PDDL, psr-s77-n5-l5-f30
psr-s81-n6-l2-f30, P25_S81_N6_L2_F30.PDDL, psr-s81-n6-l2-f30
psr-s85-n6-l3-f30, P26_S85_N6_L3_F30.PDDL, psr-s85-n6-l3-f30
psr-s86-n6-l3-f50, P27_S86_N6_L3_F50.PDDL, psr-s86-n6-l3-f50
psr-s88-n6-l4-f10, P28_S88_N6_L4_F10.PDDL, psr-s88-n6-l4-f10
psr-s89-n6-l4-f30, P29_S89_N6_L4_F30.PDDL, psr-s89-n6-l4-f30
psr-s90-n6-l4-f50, P30_S90_N6_L4_F50.PDDL, psr-s90-n6-l4-f50
psr-s92-n6-l5-f10, P31_S92_N6_L5_F10.PDDL, psr-s92-n6-l5-f10
psr-s93-n6-l5-f30, P32_S93_N6_L5_F30.PDDL, psr-s93-n6-l5-f30
psr-s100-n7-l3-f10, P33_S100_N7_L3_F10.PDDL, psr-s100-n7-l3-f10
psr-s102-n7-l3-f50, P34_S102_N7_L3_F50.PDDL, psr-s102-n7-l3-f50
psr-s103-n7-l3-f70, P35_S103_N7_L3_F70.PDDL, psr-s103-n7-l3-f70
psr-s106-n7-l4-f50, P36_S106_N7_L4_F50.PDDL, psr-s106-n7-l4-f50
psr-s108-n7-l5-f10, P37_S108_N7_L5_F10.PDDL, psr-s108-n7-l5-f10
psr-s109-n7-l5-f30, P38_S109_N7_L5_F30.PDDL, psr-s109-n7-l5-f30
psr-s112-n8-l2-f10, P39_S112_N8_L2_F10.PDDL, psr-s112-n8-l2-f10
psr-s114-n8-l2-f50, P40_S114_N8_L2_F50.PDDL, psr-s114-n8-l2-f50
psr-s116-n8-l3-f10, P41_S116_N8_L3_F10.PDDL, psr-s116-n8-l3-f10
psr-s120-n8-l4-f10, P42_S120_N8_L4_F10.PDDL, psr-s120-n8-l4-f10
psr-s123-n8-l4-f70, P43_S123_N8_L4_F70.PDDL, psr-s123-n8-l4-f70
psr-s131-n9-l2-f70, P44_S131_N9_L2_F70.PDDL, psr-s131-n9-l2-f70
psr-s132-n9-l3-f10, P45_S132_N9_L3_F10.PDDL, psr-s132-n9-l3-f10
psr-s135-n9-l3-f70, P46_S135_N9_L3_F70.PDDL, psr-s135-n9-l3-f70
psr-s139-n9-l4-f70, P47_S139_N9_L4_F70.PDDL, psr-s139-n9-l4-f70
psr-s144-n10-l2-f10, P48_S144_N10_L2_F10.PDDL, psr-s144-n10-l2-f10
psr-s149-n10-l3-f30, P49_S149_N10_L3_F30.PDDL, psr-s149-n10-l3-f30
psr-s153-n10-l4-f30, P50_S153_N10_L4_F30.PDDL, psr-s153-n10-l4-f30
grounded-SIMPLE-ADL-PSR-S17-N2-L2-F30, P01_S17_N2_L2_F30.PDDL, grounded-SIMPLE-ADL-PSR-S17-N2-L2-F30
grounded-SIMPLE-ADL-PSR-S23-N2-L3-F70, P02_S23_N2_L3_F70.PDDL, grounded-SIMPLE-ADL-PSR-S23-N2-L3-F70
grounded-SIMPLE-ADL-PSR-S28-N2-L5-F10, P03_S28_N2_L5_F10.PDDL, grounded-SIMPLE-ADL-PSR-S28-N2-L5-F10
grounded-SIMPLE-ADL-PSR-S31-N2-L5-F70, P04_S31_N2_L5_F70.PDDL, grounded-SIMPLE-ADL-PSR-S31-N2-L5-F70
grounded-SIMPLE-ADL-PSR-S34-N3-L2-F50, P05_S34_N3_L2_F50.PDDL, grounded-SIMPLE-ADL-PSR-S34-N3-L2-F50
grounded-SIMPLE-ADL-PSR-S37-N3-L3-F30, P06_S37_N3_L3_F30.PDDL, grounded-SIMPLE-ADL-PSR-S37-N3-L3-F30
grounded-SIMPLE-ADL-PSR-S38-N3-L3-F50, P07_S38_N3_L3_F50.PDDL, grounded-SIMPLE-ADL-PSR-S38-N3-L3-F50
grounded-SIMPLE-ADL-PSR-S40-N3-L4-F10, P08_S40_N3_L4_F10.PDDL, grounded-SIMPLE-ADL-PSR-S40-N3-L4-F10
grounded-SIMPLE-ADL-PSR-S42-N3-L4-F50, P09_S42_N3_L4_F50.PDDL, grounded-SIMPLE-ADL-PSR-S42-N3-L4-F50
grounded-SIMPLE-ADL-PSR-S45-N3-L5-F30, P10_S45_N3_L5_F30.PDDL, grounded-SIMPLE-ADL-PSR-S45-N3-L5-F30
grounded-SIMPLE-ADL-PSR-S46-N3-L5-F50, P11_S46_N3_L5_F50.PDDL, grounded-SIMPLE-ADL-PSR-S46-N3-L5-F50
grounded-SIMPLE-ADL-PSR-S50-N4-L2-F50, P12_S50_N4_L2_F50.PDDL, grounded-SIMPLE-ADL-PSR-S50-N4-L2-F50
grounded-SIMPLE-ADL-PSR-S53-N4-L3-F30, P13_S53_N4_L3_F30.PDDL, grounded-SIMPLE-ADL-PSR-S53-N4-L3-F30
grounded-SIMPLE-ADL-PSR-S55-N4-L3-F70, P14_S55_N4_L3_F70.PDDL, grounded-SIMPLE-ADL-PSR-S55-N4-L3-F70
grounded-SIMPLE-ADL-PSR-S56-N4-L4-F10, P15_S56_N4_L4_F10.PDDL, grounded-SIMPLE-ADL-PSR-S56-N4-L4-F10
grounded-SIMPLE-ADL-PSR-S60-N4-L5-F10, P16_S60_N4_L5_F10.PDDL, grounded-SIMPLE-ADL-PSR-S60-N4-L5-F10
grounded-SIMPLE-ADL-PSR-S61-N4-L5-F30, P17_S61_N4_L5_F30.PDDL, grounded-SIMPLE-ADL-PSR-S61-N4-L5-F30
grounded-SIMPLE-ADL-PSR-S62-N4-L5-F50, P18_S62_N4_L5_F50.PDDL, grounded-SIMPLE-ADL-PSR-S62-N4-L5-F50
grounded-SIMPLE-ADL-PSR-S66-N5-L2-F50, P19_S66_N5_L2_F50.PDDL, grounded-SIMPLE-ADL-PSR-S66-N5-L2-F50
grounded-SIMPLE-ADL-PSR-S69-N5-L3-F30, P20_S69_N5_L3_F30.PDDL, grounded-SIMPLE-ADL-PSR-S69-N5-L3-F30
grounded-SIMPLE-ADL-PSR-S72-N5-L4-F10, P21_S72_N5_L4_F10.PDDL, grounded-SIMPLE-ADL-PSR-S72-N5-L4-F10
grounded-SIMPLE-ADL-PSR-S74-N5-L4-F50, P22_S74_N5_L4_F50.PDDL, grounded-SIMPLE-ADL-PSR-S74-N5-L4-F50
grounded-SIMPLE-ADL-PSR-S76-N5-L5-F10, P23_S76_N5_L5_F10.PDDL, grounded-SIMPLE-ADL-PSR-S76-N5-L5-F10
grounded-SIMPLE-ADL-PSR-S77-N5-L5-F30, P24_S77_N5_L5_F30.PDDL, grounded-SIMPLE-ADL-PSR-S77-N5-L5-F30
grounded-SIMPLE-ADL-PSR-S81-N6-L2-F30, P25_S81_N6_L2_F30.PDDL, grounded-SIMPLE-ADL-PSR-S81-N6-L2-F30
grounded-SIMPLE-ADL-PSR-S85-N6-L3-F30, P26_S85_N6_L3_F30.PDDL, grounded-SIMPLE-ADL-PSR-S85-N6-L3-F30
grounded-SIMPLE-ADL-PSR-S86-N6-L3-F50, P27_S86_N6_L3_F50.PDDL, grounded-SIMPLE-ADL-PSR-S86-N6-L3-F50
grounded-SIMPLE-ADL-PSR-S88-N6-L4-F10, P28_S88_N6_L4_F10.PDDL, grounded-SIMPLE-ADL-PSR-S88-N6-L4-F10
grounded-SIMPLE-ADL-PSR-S89-N6-L4-F30, P29_S89_N6_L4_F30.PDDL, grounded-SIMPLE-ADL-PSR-S89-N6-L4-F30
grounded-SIMPLE-ADL-PSR-S90-N6-L4-F50, P30_S90_N6_L4_F50.PDDL, grounded-SIMPLE-ADL-PSR-S90-N6-L4-F50
grounded-SIMPLE-ADL-PSR-S92-N6-L5-F10, P31_S92_N6_L5_F10.PDDL, grounded-SIMPLE-ADL-PSR-S92-N6-L5-F10
grounded-SIMPLE-ADL-PSR-S93-N6-L5-F30, P32_S93_N6_L5_F30.PDDL, grounded-SIMPLE-ADL-PSR-S93-N6-L5-F30
grounded-SIMPLE-ADL-PSR-S100-N7-L3-F10, P33_S100_N7_L3_F10.PDDL, grounded-SIMPLE-ADL-PSR-S100-N7-L3-F10
grounded-SIMPLE-ADL-PSR-S102-N7-L3-F50, P34_S102_N7_L3_F50.PDDL, grounded-SIMPLE-ADL-PSR-S102-N7-L3-F50
grounded-SIMPLE-ADL-PSR-S103-N7-L3-F70, P35_S103_N7_L3_F70.PDDL, grounded-SIMPLE-ADL-PSR-S103-N7-L3-F70
grounded-SIMPLE-ADL-PSR-S106-N7-L4-F50, P36_S106_N7_L4_F50.PDDL, grounded-SIMPLE-ADL-PSR-S106-N7-L4-F50
grounded-SIMPLE-ADL-PSR-S108-N7-L5-F10, P37_S108_N7_L5_F10.PDDL, grounded-SIMPLE-ADL-PSR-S108-N7-L5-F10
grounded-SIMPLE-ADL-PSR-S109-N7-L5-F30, P38_S109_N7_L5_F30.PDDL, grounded-SIMPLE-ADL-PSR-S109-N7-L5-F30
grounded-SIMPLE-ADL-PSR-S112-N8-L2-F10, P39_S112_N8_L2_F10.PDDL, grounded-SIMPLE-ADL-PSR-S112-N8-L2-F10
grounded-SIMPLE-ADL-PSR-S114-N8-L2-F50, P40_S114_N8_L2_F50.PDDL, grounded-SIMPLE-ADL-PSR-S114-N8-L2-F50
grounded-SIMPLE-ADL-PSR-S116-N8-L3-F10, P41_S116_N8_L3_F10.PDDL, grounded-SIMPLE-ADL-PSR-S116-N8-L3-F10
grounded-SIMPLE-ADL-PSR-S120-N8-L4-F10, P42_S120_N8_L4_F10.PDDL, grounded-SIMPLE-ADL-PSR-S120-N8-L4-F10
grounded-SIMPLE-ADL-PSR-S123-N8-L4-F70, P43_S123_N8_L4_F70.PDDL, grounded-SIMPLE-ADL-PSR-S123-N8-L4-F70
grounded-SIMPLE-ADL-PSR-S131-N9-L2-F70, P44_S131_N9_L2_F70.PDDL, grounded-SIMPLE-ADL-PSR-S131-N9-L2-F70
