,pkey,com,dom,gn,fap,pl,gl
503,IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,14,12
504,IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,13,11
505,IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,13,11
506,IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,15,14
507,IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,15,14
508,IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,15,14
509,IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,15,14
510,IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,14
511,IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,14
512,IPC2000-freecell-freecell-10-1,IPC2000,freecell,freecell-10-1,0,0,0
513,IPC2000-freecell-freecell-10-1,IPC2000,freecell,freecell-10-1,0,0,0
514,IPC2000-freecell-freecell-10-2,IPC2000,freecell,freecell-10-2,0,0,0
515,IPC2000-freecell-freecell-10-2,IPC2000,freecell,freecell-10-2,0,0,0
516,IPC2000-freecell-freecell-10-3,IPC2000,freecell,freecell-10-3,0,0,0
517,IPC2000-freecell-freecell-10-3,IPC2000,freecell,freecell-10-3,0,0,0
518,IPC2000-freecell-freecell-10-4,IPC2000,freecell,freecell-10-4,0,0,0
519,IPC2000-freecell-freecell-10-4,IPC2000,freecell,freecell-10-4,0,0,0
520,IPC2000-freecell-freecell-10-5,IPC2000,freecell,freecell-10-5,0,0,0
521,IPC2000-freecell-freecell-10-5,IPC2000,freecell,freecell-10-5,0,0,0
522,IPC2000-freecell-freecell-11-1,IPC2000,freecell,freecell-11-1,0,0,0
523,IPC2000-freecell-freecell-11-1,IPC2000,freecell,freecell-11-1,0,0,0
524,IPC2000-freecell-freecell-11-2,IPC2000,freecell,freecell-11-2,0,0,0
525,IPC2000-freecell-freecell-11-2,IPC2000,freecell,freecell-11-2,0,0,0
526,IPC2000-freecell-freecell-11-3,IPC2000,freecell,freecell-11-3,0,0,0
527,IPC2000-freecell-freecell-11-3,IPC2000,freecell,freecell-11-3,0,0,0
528,IPC2000-freecell-freecell-11-4,IPC2000,freecell,freecell-11-4,0,0,0
529,IPC2000-freecell-freecell-11-4,IPC2000,freecell,freecell-11-4,0,0,0
530,IPC2000-freecell-freecell-11-5,IPC2000,freecell,freecell-11-5,0,0,0
531,IPC2000-freecell-freecell-11-5,IPC2000,freecell,freecell-11-5,0,0,0
532,IPC2000-freecell-freecell-12-1,IPC2000,freecell,freecell-12-1,0,0,0
533,IPC2000-freecell-freecell-12-1,IPC2000,freecell,freecell-12-1,0,0,0
534,IPC2000-freecell-freecell-12-2,IPC2000,freecell,freecell-12-2,0,0,0
535,IPC2000-freecell-freecell-12-2,IPC2000,freecell,freecell-12-2,0,0,0
536,IPC2000-freecell-freecell-12-3,IPC2000,freecell,freecell-12-3,0,0,0
537,IPC2000-freecell-freecell-12-3,IPC2000,freecell,freecell-12-3,0,0,0
538,IPC2000-freecell-freecell-12-4,IPC2000,freecell,freecell-12-4,0,0,0
539,IPC2000-freecell-freecell-12-4,IPC2000,freecell,freecell-12-4,0,0,0
540,IPC2000-freecell-freecell-12-5,IPC2000,freecell,freecell-12-5,0,0,0
541,IPC2000-freecell-freecell-12-5,IPC2000,freecell,freecell-12-5,0,0,0
542,IPC2000-freecell-freecell-13-1,IPC2000,freecell,freecell-13-1,0,0,0
543,IPC2000-freecell-freecell-13-1,IPC2000,freecell,freecell-13-1,0,0,0
544,IPC2000-freecell-freecell-13-2,IPC2000,freecell,freecell-13-2,0,0,0
545,IPC2000-freecell-freecell-13-2,IPC2000,freecell,freecell-13-2,0,0,0
546,IPC2000-freecell-freecell-13-3,IPC2000,freecell,freecell-13-3,0,0,0
547,IPC2000-freecell-freecell-13-3,IPC2000,freecell,freecell-13-3,0,0,0
548,IPC2000-freecell-freecell-13-4,IPC2000,freecell,freecell-13-4,0,0,0
549,IPC2000-freecell-freecell-13-4,IPC2000,freecell,freecell-13-4,0,0,0
550,IPC2000-freecell-freecell-13-5,IPC2000,freecell,freecell-13-5,0,0,0
551,IPC2000-freecell-freecell-13-5,IPC2000,freecell,freecell-13-5,0,0,0
552,IPC2000-freecell-freecell-2-1,IPC2000,freecell,freecell-2-1,4,9,6
553,IPC2000-freecell-freecell-2-1,IPC2000,freecell,freecell-2-1,4,9,6
554,IPC2000-freecell-freecell-2-2,IPC2000,freecell,freecell-2-2,4,8,6
555,IPC2000-freecell-freecell-2-2,IPC2000,freecell,freecell-2-2,4,8,6
556,IPC2000-freecell-freecell-2-3,IPC2000,freecell,freecell-2-3,4,9,5
557,IPC2000-freecell-freecell-2-3,IPC2000,freecell,freecell-2-3,4,9,5
558,IPC2000-freecell-freecell-2-4,IPC2000,freecell,freecell-2-4,4,9,6
559,IPC2000-freecell-freecell-2-4,IPC2000,freecell,freecell-2-4,4,9,6
560,IPC2000-freecell-freecell-2-5,IPC2000,freecell,freecell-2-5,4,9,6
561,IPC2000-freecell-freecell-2-5,IPC2000,freecell,freecell-2-5,4,9,6
562,IPC2000-freecell-freecell-3-1,IPC2000,freecell,freecell-3-1,6,0,10
563,IPC2000-freecell-freecell-3-1,IPC2000,freecell,freecell-3-1,6,0,10
564,IPC2000-freecell-freecell-3-2,IPC2000,freecell,freecell-3-2,5,0,10
565,IPC2000-freecell-freecell-3-2,IPC2000,freecell,freecell-3-2,5,0,10
566,IPC2000-freecell-freecell-3-3,IPC2000,freecell,freecell-3-3,5,0,10
567,IPC2000-freecell-freecell-3-3,IPC2000,freecell,freecell-3-3,5,0,10
568,IPC2000-freecell-freecell-3-4,IPC2000,freecell,freecell-3-4,4,0,10
569,IPC2000-freecell-freecell-3-4,IPC2000,freecell,freecell-3-4,4,0,10
570,IPC2000-freecell-freecell-3-5,IPC2000,freecell,freecell-3-5,5,0,10
571,IPC2000-freecell-freecell-3-5,IPC2000,freecell,freecell-3-5,5,0,10
572,IPC2000-freecell-freecell-4-1,IPC2000,freecell,freecell-4-1,7,0,10
573,IPC2000-freecell-freecell-4-1,IPC2000,freecell,freecell-4-1,7,0,10
574,IPC2000-freecell-freecell-4-2,IPC2000,freecell,freecell-4-2,6,0,10
575,IPC2000-freecell-freecell-4-2,IPC2000,freecell,freecell-4-2,6,0,10
576,IPC2000-freecell-freecell-4-3,IPC2000,freecell,freecell-4-3,6,0,11
577,IPC2000-freecell-freecell-4-3,IPC2000,freecell,freecell-4-3,6,0,11
578,IPC2000-freecell-freecell-4-4,IPC2000,freecell,freecell-4-4,6,0,10
579,IPC2000-freecell-freecell-4-4,IPC2000,freecell,freecell-4-4,6,0,10
580,IPC2000-freecell-freecell-4-5,IPC2000,freecell,freecell-4-5,6,0,11
581,IPC2000-freecell-freecell-4-5,IPC2000,freecell,freecell-4-5,6,0,11
582,IPC2000-freecell-freecell-5-1,IPC2000,freecell,freecell-5-1,8,0,10
583,IPC2000-freecell-freecell-5-1,IPC2000,freecell,freecell-5-1,8,0,10
584,IPC2000-freecell-freecell-5-2,IPC2000,freecell,freecell-5-2,7,0,10
585,IPC2000-freecell-freecell-5-2,IPC2000,freecell,freecell-5-2,7,0,10
586,IPC2000-freecell-freecell-5-3,IPC2000,freecell,freecell-5-3,8,0,10
587,IPC2000-freecell-freecell-5-3,IPC2000,freecell,freecell-5-3,8,0,10
588,IPC2000-freecell-freecell-5-4,IPC2000,freecell,freecell-5-4,7,0,10
589,IPC2000-freecell-freecell-5-4,IPC2000,freecell,freecell-5-4,7,0,10
590,IPC2000-freecell-freecell-5-5,IPC2000,freecell,freecell-5-5,9,0,10
591,IPC2000-freecell-freecell-5-5,IPC2000,freecell,freecell-5-5,9,0,10
592,IPC2000-freecell-freecell-6-1,IPC2000,freecell,freecell-6-1,10,0,10
593,IPC2000-freecell-freecell-6-1,IPC2000,freecell,freecell-6-1,10,0,10
594,IPC2000-freecell-freecell-6-2,IPC2000,freecell,freecell-6-2,9,0,10
595,IPC2000-freecell-freecell-6-2,IPC2000,freecell,freecell-6-2,9,0,10
596,IPC2000-freecell-freecell-6-3,IPC2000,freecell,freecell-6-3,9,0,10
597,IPC2000-freecell-freecell-6-3,IPC2000,freecell,freecell-6-3,9,0,10
598,IPC2000-freecell-freecell-6-4,IPC2000,freecell,freecell-6-4,9,0,10
599,IPC2000-freecell-freecell-6-4,IPC2000,freecell,freecell-6-4,9,0,10
600,IPC2000-freecell-freecell-6-5,IPC2000,freecell,freecell-6-5,10,0,11
601,IPC2000-freecell-freecell-6-5,IPC2000,freecell,freecell-6-5,10,0,11
602,IPC2000-freecell-freecell-7-1,IPC2000,freecell,freecell-7-1,11,0,11
603,IPC2000-freecell-freecell-7-1,IPC2000,freecell,freecell-7-1,11,0,11
604,IPC2000-freecell-freecell-7-2,IPC2000,freecell,freecell-7-2,10,0,10
605,IPC2000-freecell-freecell-7-2,IPC2000,freecell,freecell-7-2,10,0,10
606,IPC2000-freecell-freecell-7-3,IPC2000,freecell,freecell-7-3,10,0,10
607,IPC2000-freecell-freecell-7-3,IPC2000,freecell,freecell-7-3,10,0,10
608,IPC2000-freecell-freecell-7-4,IPC2000,freecell,freecell-7-4,11,0,11
609,IPC2000-freecell-freecell-7-4,IPC2000,freecell,freecell-7-4,11,0,11
610,IPC2000-freecell-freecell-7-5,IPC2000,freecell,freecell-7-5,11,0,12
611,IPC2000-freecell-freecell-7-5,IPC2000,freecell,freecell-7-5,11,0,12
612,IPC2000-freecell-freecell-8-1,IPC2000,freecell,freecell-8-1,12,0,12
613,IPC2000-freecell-freecell-8-1,IPC2000,freecell,freecell-8-1,12,0,12
614,IPC2000-freecell-freecell-8-2,IPC2000,freecell,freecell-8-2,12,0,12
615,IPC2000-freecell-freecell-8-2,IPC2000,freecell,freecell-8-2,12,0,12
616,IPC2000-freecell-freecell-8-3,IPC2000,freecell,freecell-8-3,11,0,12
617,IPC2000-freecell-freecell-8-3,IPC2000,freecell,freecell-8-3,11,0,12
618,IPC2000-freecell-freecell-8-4,IPC2000,freecell,freecell-8-4,0,0,0
619,IPC2000-freecell-freecell-8-4,IPC2000,freecell,freecell-8-4,0,0,0
620,IPC2000-freecell-freecell-8-5,IPC2000,freecell,freecell-8-5,0,0,0
621,IPC2000-freecell-freecell-8-5,IPC2000,freecell,freecell-8-5,0,0,0
622,IPC2000-freecell-freecell-9-1,IPC2000,freecell,freecell-9-1,0,0,0
623,IPC2000-freecell-freecell-9-1,IPC2000,freecell,freecell-9-1,0,0,0
624,IPC2000-freecell-freecell-9-2,IPC2000,freecell,freecell-9-2,0,0,0
625,IPC2000-freecell-freecell-9-2,IPC2000,freecell,freecell-9-2,0,0,0
626,IPC2000-freecell-freecell-9-3,IPC2000,freecell,freecell-9-3,0,0,0
627,IPC2000-freecell-freecell-9-3,IPC2000,freecell,freecell-9-3,0,0,0
628,IPC2000-freecell-freecell-9-4,IPC2000,freecell,freecell-9-4,0,0,0
629,IPC2000-freecell-freecell-9-4,IPC2000,freecell,freecell-9-4,0,0,0
630,IPC2000-freecell-freecell-9-5,IPC2000,freecell,freecell-9-5,0,0,0
631,IPC2000-freecell-freecell-9-5,IPC2000,freecell,freecell-9-5,0,0,0
632,IPC2000-logistics-log-x-1,IPC2000,logistics,log-x-1,9,27,9
633,IPC2000-logistics-log-x-1,IPC2000,logistics,log-x-1,9,27,9
634,IPC2000-logistics-log-x-1,IPC2000,logistics,log-x-1,9,27,9
635,IPC2000-logistics-log-x-2,IPC2000,logistics,log-x-2,7,32,7
636,IPC2000-logistics-log-x-2,IPC2000,logistics,log-x-2,7,32,7
637,IPC2000-logistics-log-x-2,IPC2000,logistics,log-x-2,7,32,7
638,IPC2000-logistics-log-x-3,IPC2000,logistics,log-x-3,10,0,13
639,IPC2000-logistics-log-x-3,IPC2000,logistics,log-x-3,10,0,13
640,IPC2000-logistics-log-x-3,IPC2000,logistics,log-x-3,10,0,13
641,IPC2000-logistics-log-x-4,IPC2000,logistics,log-x-4,10,0,13
642,IPC2000-logistics-log-x-4,IPC2000,logistics,log-x-4,10,0,13
643,IPC2000-logistics-log-x-4,IPC2000,logistics,log-x-4,10,0,13
644,IPC2000-logistics-logistics-10-0,IPC2000,logistics,logistics-10-0,10,53,15
645,IPC2000-logistics-logistics-10-0,IPC2000,logistics,logistics-10-0,10,53,15
646,IPC2000-logistics-logistics-10-1,IPC2000,logistics,logistics-10-1,10,42,12
647,IPC2000-logistics-logistics-10-1,IPC2000,logistics,logistics-10-1,10,42,12
648,IPC2000-logistics-logistics-100-0,IPC2000,logistics,logistics-100-0,0,0,0
649,IPC2000-logistics-logistics-100-1,IPC2000,logistics,logistics-100-1,0,0,0
650,IPC2000-logistics-logistics-11-0,IPC2000,logistics,logistics-11-0,10,50,13
651,IPC2000-logistics-logistics-11-0,IPC2000,logistics,logistics-11-0,10,50,13
652,IPC2000-logistics-logistics-11-1,IPC2000,logistics,logistics-11-1,10,63,15
653,IPC2000-logistics-logistics-11-1,IPC2000,logistics,logistics-11-1,10,63,15
654,IPC2000-logistics-logistics-12-0,IPC2000,logistics,logistics-12-0,10,43,12
655,IPC2000-logistics-logistics-12-0,IPC2000,logistics,logistics-12-0,10,43,12
656,IPC2000-logistics-logistics-12-1,IPC2000,logistics,logistics-12-1,10,70,15
657,IPC2000-logistics-logistics-12-1,IPC2000,logistics,logistics-12-1,10,70,15
658,IPC2000-logistics-logistics-13-0,IPC2000,logistics,logistics-13-0,9,88,15
659,IPC2000-logistics-logistics-13-0,IPC2000,logistics,logistics-13-0,9,88,15
660,IPC2000-logistics-logistics-13-1,IPC2000,logistics,logistics-13-1,9,68,13
661,IPC2000-logistics-logistics-13-1,IPC2000,logistics,logistics-13-1,9,68,13
662,IPC2000-logistics-logistics-14-0,IPC2000,logistics,logistics-14-0,9,66,12
663,IPC2000-logistics-logistics-14-0,IPC2000,logistics,logistics-14-0,9,66,12
664,IPC2000-logistics-logistics-14-1,IPC2000,logistics,logistics-14-1,9,77,13
665,IPC2000-logistics-logistics-14-1,IPC2000,logistics,logistics-14-1,9,77,13
666,IPC2000-logistics-logistics-15-0,IPC2000,logistics,logistics-15-0,9,86,14
667,IPC2000-logistics-logistics-15-0,IPC2000,logistics,logistics-15-0,9,86,14
668,IPC2000-logistics-logistics-15-1,IPC2000,logistics,logistics-15-1,9,73,12
669,IPC2000-logistics-logistics-15-1,IPC2000,logistics,logistics-15-1,9,73,12
670,IPC2000-logistics-logistics-16-0,IPC2000,logistics,logistics-16-0,9,0,21
671,IPC2000-logistics-logistics-16-0,IPC2000,logistics,logistics-16-0,9,0,21
672,IPC2000-logistics-logistics-16-1,IPC2000,logistics,logistics-16-1,9,0,21
673,IPC2000-logistics-logistics-16-1,IPC2000,logistics,logistics-16-1,9,0,21
674,IPC2000-logistics-logistics-17-0,IPC2000,logistics,logistics-17-0,9,0,21
675,IPC2000-logistics-logistics-17-0,IPC2000,logistics,logistics-17-0,9,0,21
676,IPC2000-logistics-logistics-17-1,IPC2000,logistics,logistics-17-1,9,0,20
677,IPC2000-logistics-logistics-17-1,IPC2000,logistics,logistics-17-1,9,0,20
678,IPC2000-logistics-logistics-18-0,IPC2000,logistics,logistics-18-0,9,0,21
679,IPC2000-logistics-logistics-18-0,IPC2000,logistics,logistics-18-0,9,0,21
680,IPC2000-logistics-logistics-18-1,IPC2000,logistics,logistics-18-1,9,86,15
681,IPC2000-logistics-logistics-18-1,IPC2000,logistics,logistics-18-1,9,86,15
682,IPC2000-logistics-logistics-19-0,IPC2000,logistics,logistics-19-0,9,0,18
683,IPC2000-logistics-logistics-19-0,IPC2000,logistics,logistics-19-0,9,0,18
684,IPC2000-logistics-logistics-19-1,IPC2000,logistics,logistics-19-1,9,0,18
685,IPC2000-logistics-logistics-19-1,IPC2000,logistics,logistics-19-1,9,0,18
686,IPC2000-logistics-logistics-20-0,IPC2000,logistics,logistics-20-0,9,0,18
687,IPC2000-logistics-logistics-20-0,IPC2000,logistics,logistics-20-0,9,0,18
688,IPC2000-logistics-logistics-20-1,IPC2000,logistics,logistics-20-1,9,0,17
689,IPC2000-logistics-logistics-20-1,IPC2000,logistics,logistics-20-1,9,0,17
690,IPC2000-logistics-logistics-21-0,IPC2000,logistics,logistics-21-0,9,0,17
691,IPC2000-logistics-logistics-21-0,IPC2000,logistics,logistics-21-0,9,0,17
692,IPC2000-logistics-logistics-21-1,IPC2000,logistics,logistics-21-1,9,0,17
693,IPC2000-logistics-logistics-21-1,IPC2000,logistics,logistics-21-1,9,0,17
694,IPC2000-logistics-logistics-22-0,IPC2000,logistics,logistics-22-0,9,0,16
695,IPC2000-logistics-logistics-22-0,IPC2000,logistics,logistics-22-0,9,0,16
696,IPC2000-logistics-logistics-22-1,IPC2000,logistics,logistics-22-1,9,0,15
697,IPC2000-logistics-logistics-22-1,IPC2000,logistics,logistics-22-1,9,0,15
698,IPC2000-logistics-logistics-23-0,IPC2000,logistics,logistics-23-0,9,0,15
699,IPC2000-logistics-logistics-23-0,IPC2000,logistics,logistics-23-0,9,0,15
700,IPC2000-logistics-logistics-23-1,IPC2000,logistics,logistics-23-1,9,0,15
701,IPC2000-logistics-logistics-23-1,IPC2000,logistics,logistics-23-1,9,0,15
702,IPC2000-logistics-logistics-24-0,IPC2000,logistics,logistics-24-0,9,0,15
703,IPC2000-logistics-logistics-24-0,IPC2000,logistics,logistics-24-0,9,0,15
704,IPC2000-logistics-logistics-24-1,IPC2000,logistics,logistics-24-1,9,0,15
705,IPC2000-logistics-logistics-24-1,IPC2000,logistics,logistics-24-1,9,0,15
706,IPC2000-logistics-logistics-25-0,IPC2000,logistics,logistics-25-0,9,0,14
707,IPC2000-logistics-logistics-25-0,IPC2000,logistics,logistics-25-0,9,0,14
708,IPC2000-logistics-logistics-25-1,IPC2000,logistics,logistics-25-1,9,0,14
709,IPC2000-logistics-logistics-25-1,IPC2000,logistics,logistics-25-1,9,0,14
710,IPC2000-logistics-logistics-26-0,IPC2000,logistics,logistics-26-0,9,0,13
711,IPC2000-logistics-logistics-26-0,IPC2000,logistics,logistics-26-0,9,0,13
712,IPC2000-logistics-logistics-26-1,IPC2000,logistics,logistics-26-1,9,0,13
713,IPC2000-logistics-logistics-26-1,IPC2000,logistics,logistics-26-1,9,0,13
714,IPC2000-logistics-logistics-27-0,IPC2000,logistics,logistics-27-0,9,0,13
715,IPC2000-logistics-logistics-27-0,IPC2000,logistics,logistics-27-0,9,0,13
716,IPC2000-logistics-logistics-27-1,IPC2000,logistics,logistics-27-1,9,0,13
717,IPC2000-logistics-logistics-27-1,IPC2000,logistics,logistics-27-1,9,0,13
718,IPC2000-logistics-logistics-28-0,IPC2000,logistics,logistics-28-0,9,0,13
719,IPC2000-logistics-logistics-28-0,IPC2000,logistics,logistics-28-0,9,0,13
720,IPC2000-logistics-logistics-28-1,IPC2000,logistics,logistics-28-1,9,0,13
721,IPC2000-logistics-logistics-28-1,IPC2000,logistics,logistics-28-1,9,0,13
722,IPC2000-logistics-logistics-29-0,IPC2000,logistics,logistics-29-0,9,0,13
723,IPC2000-logistics-logistics-29-0,IPC2000,logistics,logistics-29-0,9,0,13
724,IPC2000-logistics-logistics-29-1,IPC2000,logistics,logistics-29-1,9,0,13
725,IPC2000-logistics-logistics-29-1,IPC2000,logistics,logistics-29-1,9,0,13
726,IPC2000-logistics-logistics-30-0,IPC2000,logistics,logistics-30-0,9,0,13
727,IPC2000-logistics-logistics-30-0,IPC2000,logistics,logistics-30-0,9,0,13
728,IPC2000-logistics-logistics-30-1,IPC2000,logistics,logistics-30-1,9,0,13
729,IPC2000-logistics-logistics-30-1,IPC2000,logistics,logistics-30-1,9,0,13
730,IPC2000-logistics-logistics-31-0,IPC2000,logistics,logistics-31-0,9,0,12
731,IPC2000-logistics-logistics-31-0,IPC2000,logistics,logistics-31-0,9,0,12
732,IPC2000-logistics-logistics-31-1,IPC2000,logistics,logistics-31-1,9,0,13
733,IPC2000-logistics-logistics-31-1,IPC2000,logistics,logistics-31-1,9,0,13
734,IPC2000-logistics-logistics-32-0,IPC2000,logistics,logistics-32-0,9,0,12
735,IPC2000-logistics-logistics-32-0,IPC2000,logistics,logistics-32-0,9,0,12
736,IPC2000-logistics-logistics-32-1,IPC2000,logistics,logistics-32-1,9,0,12
737,IPC2000-logistics-logistics-32-1,IPC2000,logistics,logistics-32-1,9,0,12
738,IPC2000-logistics-logistics-33-0,IPC2000,logistics,logistics-33-0,9,0,12
739,IPC2000-logistics-logistics-33-0,IPC2000,logistics,logistics-33-0,9,0,12
740,IPC2000-logistics-logistics-33-1,IPC2000,logistics,logistics-33-1,9,0,12
741,IPC2000-logistics-logistics-33-1,IPC2000,logistics,logistics-33-1,9,0,12
742,IPC2000-logistics-logistics-34-0,IPC2000,logistics,logistics-34-0,9,0,12
743,IPC2000-logistics-logistics-34-0,IPC2000,logistics,logistics-34-0,9,0,12
744,IPC2000-logistics-logistics-34-1,IPC2000,logistics,logistics-34-1,9,0,12
745,IPC2000-logistics-logistics-34-1,IPC2000,logistics,logistics-34-1,9,0,12
746,IPC2000-logistics-logistics-35-0,IPC2000,logistics,logistics-35-0,9,0,12
747,IPC2000-logistics-logistics-35-0,IPC2000,logistics,logistics-35-0,9,0,12
748,IPC2000-logistics-logistics-35-1,IPC2000,logistics,logistics-35-1,9,0,12
749,IPC2000-logistics-logistics-35-1,IPC2000,logistics,logistics-35-1,9,0,12
750,IPC2000-logistics-logistics-36-0,IPC2000,logistics,logistics-36-0,9,0,12
751,IPC2000-logistics-logistics-36-0,IPC2000,logistics,logistics-36-0,9,0,12
752,IPC2000-logistics-logistics-36-1,IPC2000,logistics,logistics-36-1,9,0,12
753,IPC2000-logistics-logistics-36-1,IPC2000,logistics,logistics-36-1,9,0,12
754,IPC2000-logistics-logistics-37-0,IPC2000,logistics,logistics-37-0,9,0,12
755,IPC2000-logistics-logistics-37-0,IPC2000,logistics,logistics-37-0,9,0,12
756,IPC2000-logistics-logistics-37-1,IPC2000,logistics,logistics-37-1,9,0,11
757,IPC2000-logistics-logistics-37-1,IPC2000,logistics,logistics-37-1,9,0,11
758,IPC2000-logistics-logistics-38-0,IPC2000,logistics,logistics-38-0,9,0,11
759,IPC2000-logistics-logistics-38-0,IPC2000,logistics,logistics-38-0,9,0,11
760,IPC2000-logistics-logistics-38-1,IPC2000,logistics,logistics-38-1,9,0,11
761,IPC2000-logistics-logistics-38-1,IPC2000,logistics,logistics-38-1,9,0,11
762,IPC2000-logistics-logistics-39-0,IPC2000,logistics,logistics-39-0,9,0,11
763,IPC2000-logistics-logistics-39-0,IPC2000,logistics,logistics-39-0,9,0,11
764,IPC2000-logistics-logistics-39-1,IPC2000,logistics,logistics-39-1,9,0,11
765,IPC2000-logistics-logistics-39-1,IPC2000,logistics,logistics-39-1,9,0,11
766,IPC2000-logistics-logistics-4-0,IPC2000,logistics,logistics-4-0,9,20,9
767,IPC2000-logistics-logistics-4-0,IPC2000,logistics,logistics-4-0,9,20,9
768,IPC2000-logistics-logistics-4-1,IPC2000,logistics,logistics-4-1,9,19,9
769,IPC2000-logistics-logistics-4-1,IPC2000,logistics,logistics-4-1,9,19,9
770,IPC2000-logistics-logistics-4-2,IPC2000,logistics,logistics-4-2,9,15,9
771,IPC2000-logistics-logistics-4-2,IPC2000,logistics,logistics-4-2,9,15,9
772,IPC2000-logistics-logistics-40-0,IPC2000,logistics,logistics-40-0,9,0,11
773,IPC2000-logistics-logistics-40-0,IPC2000,logistics,logistics-40-0,9,0,11
774,IPC2000-logistics-logistics-40-1,IPC2000,logistics,logistics-40-1,9,0,11
775,IPC2000-logistics-logistics-40-1,IPC2000,logistics,logistics-40-1,9,0,11
776,IPC2000-logistics-logistics-41-0,IPC2000,logistics,logistics-41-0,9,0,11
777,IPC2000-logistics-logistics-41-0,IPC2000,logistics,logistics-41-0,9,0,11
778,IPC2000-logistics-logistics-41-1,IPC2000,logistics,logistics-41-1,9,0,11
779,IPC2000-logistics-logistics-41-1,IPC2000,logistics,logistics-41-1,9,0,11
780,IPC2000-logistics-logistics-42-0,IPC2000,logistics,logistics-42-0,9,0,11
781,IPC2000-logistics-logistics-42-1,IPC2000,logistics,logistics-42-1,9,0,10
782,IPC2000-logistics-logistics-43-0,IPC2000,logistics,logistics-43-0,9,0,10
783,IPC2000-logistics-logistics-43-1,IPC2000,logistics,logistics-43-1,9,0,10
784,IPC2000-logistics-logistics-44-0,IPC2000,logistics,logistics-44-0,9,0,10
785,IPC2000-logistics-logistics-44-1,IPC2000,logistics,logistics-44-1,9,0,10
786,IPC2000-logistics-logistics-45-0,IPC2000,logistics,logistics-45-0,9,0,10
787,IPC2000-logistics-logistics-45-1,IPC2000,logistics,logistics-45-1,9,0,10
788,IPC2000-logistics-logistics-46-0,IPC2000,logistics,logistics-46-0,9,0,10
789,IPC2000-logistics-logistics-46-1,IPC2000,logistics,logistics-46-1,9,0,10
790,IPC2000-logistics-logistics-47-0,IPC2000,logistics,logistics-47-0,9,0,10
791,IPC2000-logistics-logistics-47-1,IPC2000,logistics,logistics-47-1,9,0,10
792,IPC2000-logistics-logistics-48-0,IPC2000,logistics,logistics-48-0,9,0,10
793,IPC2000-logistics-logistics-48-1,IPC2000,logistics,logistics-48-1,9,0,10
794,IPC2000-logistics-logistics-49-0,IPC2000,logistics,logistics-49-0,9,0,9
795,IPC2000-logistics-logistics-49-1,IPC2000,logistics,logistics-49-1,9,0,9
796,IPC2000-logistics-logistics-5-0,IPC2000,logistics,logistics-5-0,9,27,9
797,IPC2000-logistics-logistics-5-0,IPC2000,logistics,logistics-5-0,9,27,9
798,IPC2000-logistics-logistics-5-1,IPC2000,logistics,logistics-5-1,9,17,9
799,IPC2000-logistics-logistics-5-1,IPC2000,logistics,logistics-5-1,9,17,9
800,IPC2000-logistics-logistics-5-2,IPC2000,logistics,logistics-5-2,3,8,3
801,IPC2000-logistics-logistics-5-2,IPC2000,logistics,logistics-5-2,3,8,3
802,IPC2000-logistics-logistics-50-0,IPC2000,logistics,logistics-50-0,9,0,9
803,IPC2000-logistics-logistics-50-1,IPC2000,logistics,logistics-50-1,9,0,9
804,IPC2000-logistics-logistics-51-0,IPC2000,logistics,logistics-51-0,9,0,9
805,IPC2000-logistics-logistics-51-1,IPC2000,logistics,logistics-51-1,9,0,9
806,IPC2000-logistics-logistics-52-0,IPC2000,logistics,logistics-52-0,9,0,9
807,IPC2000-logistics-logistics-52-1,IPC2000,logistics,logistics-52-1,9,0,9
